t,exact_real,exact_imag,sdp_real,sdp_imag,sdp_optimized_real,sdp_optimized_imag,positive_real,positive_imag
6.100000000000000533e+00,-8.389008936340421052e-02,-1.484796378508427828e-01,-8.387123995976408786e-02,-1.484706901949118807e-01,-8.389013888438073829e-02,-1.484796687397970938e-01,-8.389013888438073829e-02,-1.484796687397970938e-01
6.120000000000000107e+00,-8.216920092885814098e-02,-1.464303678434072664e-01,-8.215039381474149860e-02,-1.464216110974424223e-01,-8.216924273744762031e-02,-1.464303961522019637e-01,-8.216924273744762031e-02,-1.464303961522019637e-01
6.140000000000000568e+00,-8.043239541705690665e-02,-1.444256155857625845e-01,-8.041363342576979267e-02,-1.444170485073912880e-01,-8.043242943479213258e-02,-1.444256414373034647e-01,-8.043242943479213258e-02,-1.444256414373034647e-01
6.160000000000000142e+00,-7.868046399050980522e-02,-1.424654119841368138e-01,-7.866174992691171708e-02,-1.424570332847979459e-01,-7.868049014580742739e-02,-1.424654355041378995e-01,-7.868049014580742739e-02,-1.424654355041378995e-01
6.179999999999999716e+00,-7.691419554046496909e-02,-1.405497748947173720e-01,-7.689553218021141778e-02,-1.405415832402695520e-01,-7.691421376875870464e-02,-1.405497962115083155e-01,-7.691421376875870464e-02,-1.405497962115083155e-01
6.200000000000000178e+00,-7.513437647523310559e-02,-1.386787091965547836e-01,-7.511576656403014252e-02,-1.386707032078967339e-01,-7.513438671910135924e-02,-1.386787284408831367e-01,-7.513438671910135924e-02,-1.386787284408831367e-01
6.219999999999999751e+00,-7.334179051020414675e-02,-1.368522068679020876e-01,-7.332323676307557492e-02,-1.368443851216053220e-01,-7.334179271948951251e-02,-1.368522241727314070e-01,-7.334179271948951251e-02,-1.368522241727314070e-01
6.240000000000000213e+00,-7.153721845961266701e-02,-1.350702470659535803e-01,-7.151872356018039445e-02,-1.350626080949071939e-01,-7.153721259153451861e-02,-1.350702625662569267e-01,-7.153721259153451861e-02,-1.350702625662569267e-01
6.259999999999999787e+00,-6.972143803010900920e-02,-1.333327962099497555e-01,-6.970300462988600343e-02,-1.333253385040158723e-01,-6.972142404936841620e-02,-1.333328100424988338e-01,-6.972142404936841620e-02,-1.333328100424988338e-01
6.280000000000000249e+00,-6.789522361618886837e-02,-1.316398080676071947e-01,-6.787685433388564171e-02,-1.316325300742889615e-01,-6.789520149506593494e-02,-1.316398203707576653e-01,-6.789520149506593494e-02,-1.316398203707576653e-01
6.299999999999999822e+00,-6.605934609753723319e-02,-1.299912238448391322e-01,-6.604104351838113729e-02,-1.299841239699590367e-01,-6.605931581598027680e-02,-1.299912347583119798e-01,-6.605931581598027680e-02,-1.299912347583119798e-01
6.320000000000000284e+00,-6.421457263833806051e-02,-1.283869722787246426e-01,-6.419633931340659738e-02,-1.283800488871138790e-01,-6.421453418404500513e-02,-1.283869819433850756e-01,-6.421453418404500513e-02,-1.283869819433850756e-01
6.339999999999999858e+00,-6.236166648860420186e-02,-1.268269697336901203e-01,-6.234350493417201849e-02,-1.268202211498883347e-01,-6.236161985709546413e-02,-1.268269782913213628e-01,-6.236161985709546413e-02,-1.268269782913213628e-01
6.360000000000000320e+00,-6.050138678757708416e-02,-1.253111203008581698e-01,-6.048329948447651871e-02,-1.253045448098239478e-01,-6.050133198226032016e-02,-1.253111278939344209e-01,-6.050133198226032016e-02,-1.253111278939344209e-01
6.379999999999999893e+00,-5.863448836924915059e-02,-1.238393159005267002e-01,-5.861647776224499645e-02,-1.238329117483575603e-01,-5.863442540147503074e-02,-1.238393226719824713e-01,-5.863442540147503074e-02,-1.238393226719824713e-01
6.400000000000000355e+00,-5.676172157005728025e-02,-1.224114363877326778e-01,-5.674379006723591357e-02,-1.224052017823953342e-01,-5.676165045916718721e-02,-1.224114424807293822e-01,-5.676165045916718721e-02,-1.224114424807293822e-01
6.419999999999999929e+00,-5.488383203879831918e-02,-1.210273496608598731e-01,-5.486598201097077354e-02,-1.210212827729292978e-01,-5.488375281216262280e-02,-1.210273552185510831e-01,-5.488375281216262280e-02,-1.210273552185510831e-01
6.440000000000000391e+00,-5.300156054881347695e-02,-1.196869117732441146e-01,-5.298379432893297880e-02,-1.196810107366524933e-01,-5.300147324186115644e-02,-1.196869169385388482e-01,-5.300147324186115644e-02,-1.196869169385388482e-01
6.459999999999999964e+00,-5.111564281249076497e-02,-1.183899670477341209e-01,-5.109796269508558308e-02,-1.183842299605285531e-01,-5.111554746872979532e-02,-1.183899719630584074e-01,-5.111554746872979532e-02,-1.183899719630584074e-01
6.480000000000000426e+00,-4.922680929813048889e-02,-1.171363481941603557e-01,-4.920921753875066862e-02,-1.171307731192689355e-01,-4.922670596915953295e-02,-1.171363530012180521e-01,-4.922670596915953295e-02,-1.171363530012180521e-01
6.500000000000000000e+00,-4.733578504922210384e-02,-1.159258764296670630e-01,-4.731828386390143221e-02,-1.159204613956736629e-01,-4.733567379473210823e-02,-1.159258812691992824e-01,-4.733567379473210823e-02,-1.159258812691992824e-01
6.520000000000000462e+00,-4.544328950617447516e-02,-1.147583616018594127e-01,-4.542588107090769767e-02,-1.147531046037863212e-01,-4.544317039394172447e-02,-1.147583666134039948e-01,-4.544317039394172447e-02,-1.147583666134039948e-01
6.540000000000000036e+00,-4.355003633054686796e-02,-1.136336023147194035e-01,-4.353272278078160890e-02,-1.136285013148179146e-01,-4.354990943641618567e-02,-1.136336076363697045e-01,-4.354990943641618567e-02,-1.136336076363697045e-01
